FedRoutingNR,Telegraphic Name,Customer Name,State,City,Eligible,Status,Last Change
021081736,SPAIN OPS ACCT1,BANCO DE ESPANA OPS ACCT 1,NY,NEW YORK,Y,Y,20100329
021081778,TANZANIA RAMP,BANK OF TANZANIA RAMP ACCT,NY,NEW YORK,Y,Y,20031014
021081794,MEXICO OPS ACCT1,BANCO DE MEXICO   SA,NY,NEW YORK,Y,N,20090213
021081804,BOTSWANA PULA FUND,BANK OF BOTSWANA PULA FUND,NY,NEW YORK,Y,N,20150326
021081817,KENYA RAMP,CENTRAL BANK OF KENYA-RAMP ACCOUNT,NY,NEW YORK,N,Y,20170126
021081833,ECB DES ACCT DE,ECBDESIGNATED ACCOUNT DE ,NY,NEW YORK,Y,Y,20090227
021081859,FRB SP OPS ACCT2,FRBNY SPECIAL OPERATIONS ACOUNT 2,NY,HAVERSTRAW,Y,N,20090304
021081875,ISRAEL EM ACCOUNT,BANK OF ISRAEL EXTNL MGMT ACCOUNT,NY,NEW YORK,N,N,20130124
021081888,FRB SP OPS ACCT 3,FRBNY SPECIAL OPERATIONS ACCOUNT 3,NY,NEW YORK,Y,N,20090324
021081891,NBKAZAK NF SAVINGS,NBK-NATIONAL FUND SAVINGS ACCT,NY,NEW YORK,Y,Y,20080813
021081901,NBK STABILIZATION,NBK - NATL FUND STABILIZATION ACCT,NY,NEW YORK,Y,Y,20100726
021081914,FRANCE ACCT B,BANQUE DE FRANCE- ACCOUNT B,NY,NEW YORK,N,N,20160401
021081927,YEMEN RAMP,CENTRAL BANK OF YEMEN- RAMP ACCOUNT,NY,NEW YORK,Y,Y,20170913
021081930,AFGHANISTAN RAMP,DA AFGHANISTAN BANK-RAMP ACCOUNT,NY,NEW YORK,Y,Y,20090716
021081943,JAPAN - OPS ACCT 3,BANK OF JAPAN - OPS ACCT 3,NY,NEW YORK,N,N,20141003
021081956,ECB - OPS ACCT 2,ECB - OPS ACCT 2,NY,NEW YORK,N,N,20141001
021081969,BNS - OPS ACCT 2,BNS - OPS ACCT 2,NY,NEW YORK,N,N,20141001
021081985,BOJ - OPS ACCT 2,BANK OF JAPAN - OPS ACCT 2,NY,NEW YORK,Y,Y,20090715
021081998,INDIA FMS,RESERVE BANK OF INDIA,NY,NEW YORK,Y,Y,20090702
021082023,GEORGIA RAMP,NATIONAL BANK OF GEORGIA RAMP ACCT,NY,NEW YORK,N,N,20140701
021082065,MONGOLIA SP ACCT,BANK OF MONGOLIA SPECIAL ACCOUNT,NY,NEW YORK,Y,N,20091224
021082133,IDA AFRICAN,IDA AFRICAN/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021082146,ENGLAND-NO. 3 AC,BANK OF ENGLAND-NO.3 ACCOUNT,NY,NEW YORK,Y,Y,20100219
021082159,IFAD,IFAD/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20150312
021082191,CANADA FISCALAGT B,BANK OF CANADA FISCAL AGENT ACCT B,NY,NEW YORK,Y,N,20120418
021082214,CB KENYA PORTFOLIO,CENTRAL BANK OF KENYA-PORTFOLIO ACCT,NY,NEW YORK,N,N,20150319
021082227,AFRICAN DEVBK IPPF,AFRICAN DEVBK NEPAD-IPPF,NY,NEW YORK,Y,N,20100423
021082243,UGANDA SP ACCT,BANK OF UGANDA-SPECIAL ACCOUNT,NY,NEW YORK,Y,N,20100602
021082256,ESTONIA OPS ACCT1,EESTI PANK OPS ACCT 1,NY,NEW YORK,Y,Y,20110127
021082272,SINGAPORE OP2,SINGAPORE OPS ACCOUNT 2,NY,NEW YORK,Y,Y,20111103
021082285,SIERRA LEONE SP AC,SIERRA LEONE SPECIAL ACCT,NY,NEW YORK,Y,N,20120223
021082298,SURINAM IP,CENTRAL BANK VAN SURINAM - IP ACCT,NY,NEW YORK,Y,Y,20130517
021082308,FRB SP OPS ACCT 1,FRBNY SPECIAL OPERATIONS ACCOUNT 1,NY,NEW YORK,Y,N,20090109
021082311,BUR FIN PROTECTION,BUREAU OF CONSUMER FIN PROTECTION,NY,NEW YORK,Y,Y,20120418
021082340,IMF ADMINISTERED,IMF ADMINISTERED ACCOUNT,NY,NEW YORK,Y,N,20170221
021082353,IRELAND OPS ACCT2,CENT BK OF IRELAND OPS ACCT 2,NY,NEW YORK,Y,N,20110113
021082366,GHANA - PETROLEUM,GHANA - PETROLEUM FUNDS ACCT,NY,NEW YORK,Y,N,20110413
021082379,MALAYSIA - PORTFOL,MALAYSIA - SEPARATE PORTFOLIO ACCT,NY,NEW YORK,Y,Y,20110413
021082395,IMF SP DISB,IMF SP DISB/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20150916
021082405,IMF SUPPL FIN FAC,IMF SUPPL FIN FAC/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20150916
021082418,SOUTH SUDAN,BANK OF SOUTH SUDAN,NY,NEW YORK,Y,Y,20130110
021082434,IMF PRGF OPERATION,INT'L MONETARY FUND-PRGF OPER.ACCT.,NY,NEW YORK,N,N,20140305
021082447,IMF PRGF SUBSIDY,INT'L MONETARY FUND-PRGF SUBSIDY ACC,NY,NEW YORK,N,N,20100311
021082450,IMF TR FUND CASH,IMF TR FUND CASH/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021082492,IMF EMERGENCY,IMF EMERGENCY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20150107
021082502,PORTUGAL OPS ACCT2,BANCO DE PORTUGAL OPS ACCT 2,NY,NEW YORK,Y,N,20110808
021082528,GHANA HRTG,GHANA - HERITAGE FUND ACCT,NY,NEW YORK,Y,Y,20120830
021082531,GHANA STBLZN,GHANA - STABILIZATION FUND ACCT,NY,NEW YORK,Y,Y,20120830
021082544,ISRAEL MOF SP TWO,GOVT OF ISRAEL MOF SP NO. 2,NY,NEW YORK,Y,N,20140113
021082557,MONGOLIA RAMP,BANK OF MONGOLIA RAMP ACCOUNT,NY,NEW YORK,Y,Y,20120113
021082573,BCRA RESTRAINED 2,BC ARGENTINA RESTRAINED FUNDS ACCT2,NY,NEW YORK,N,N,20110805
021082586,MOLDOVA RAMP,NATIONAL BANK OF MOLDOVA - RAMP ACCT,NY,NEW YORK,Y,Y,20110111
021082599,ECB - OPS ACCT 1,EUROPEAN CENTRAL BANK-OPER ACCT 1,NY,NEW YORK,Y,N,20140107
021082609,SEC TREAS SPEC ACC,SEC TREAS SPEC ACC/FOREIGN DEPT,NY,NEW YORK,Y,Y,20161118
021082612,SEC TREAS,SEC TREAS SPEC #3/FOREIGN DEPT,NY,NEW YORK,Y,N,20141121
021082625,SEC TREAS,SEC TREAS SPECIAL/FOREIGN DEPT,NY,NEW YORK,Y,N,20141121
021082667,POLAND DES ACCT,NARODOWY BANK POLSKI DESIGNATED ACCT,NY,NEW YORK,Y,Y,20100324
021082748,BOTSWANA BLOCKED,BANK OF BOTSWANA-BLOCKED ASSETS,NY,NEW YORK,N,N,20110617
021082793,CIVIL PENALTY FUND,CONSUMER FINL CIVIL PENALTY FUND,NY,NEW YORK,Y,N,20120418
021082803,BNS - OPS ACCT 1,BNS - OPS ACCT 1,NY,NEW YORK,Y,N,20141121
021082816,ARG USD DIS L IC,ARGENTINA USD DIS SER L/FOREIGN DEPT,NY,NEW YORK,Y,Y,20060110
021082829,ARG USD DIS U IC,ARGENTINA USD DIS SER U/FOREIGN DEPT,NY,NEW YORK,N,N,20021206
021082832,ARG USD PAR L IC,ARGENTINA USD PAR SER L/FOREIGN DEPT,NY,NEW YORK,Y,Y,20060110
021082845,ARG USD PAR U IC,ARGENTINA USD PAR SER U/FOREIGN DEPT,NY,NEW YORK,N,N,20021206
021082858,ARG FL BOND IC,ARG FLOATING RATE/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021082861,ARG FL BOND TWO IC,ARG FLOATING RATE BOND ACCT/FOREIGN,NY,NEW YORK,N,N,20021206
021082874,BOC - OPS ACCT 2,BOC - OPS ACCT 2,NY,NEW YORK,N,N,20141001
021082887,CB YEMEN- IP ACCT,CENTRAL BANK OF YEMEN- IP ACCT,NY,NEW YORK,N,Y,20170215
021082926,IRAQ ACCOUNT NO 2,CENTRAL BANK OF IRAQ ACCOUNT NO 2,NY,NEW YORK,Y,Y,20140721
021082939,LATVIA-OPS ACCT 1,LATVIJAS BANKA - OPS ACCT 1,NY,NEW YORK,Y,Y,20140820
021082942,MAURITANIA RAMP,BANQUE CENTRALE DE MAURITANIE- RAMP,NY,NEW YORK,Y,Y,20140514
021082968,JAMAICA RAMP,BANK OF JAMAICA- RAMP ACCOUNT,NY,NEW YORK,Y,Y,20140611
021082971,BELARUS RAMP,NATL BK OF THE REP OF BELARUS RAMP,NY,NEW YORK,Y,Y,20140310
021082997,BULGARIA,BULGARIAN NATIONAL BANK,NY,NEW YORK,Y,Y,20110331
021083019,AFGHANISTAN,AFGHANISTAN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083035,ALGERIA,ALGERIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083064,OESTERRIECHISCHE,OESTERRIECHISCHE FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20120611
021083093,ARGENTINA,ARGENTINA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083116,AUSTRALIA,AUSTRALIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083129,AUSTRALIA FMS,AUSTRALIA FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083132,AUSTRIA,AUSTRIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083158,BAHAMAS,BAHAMAS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083161,BAHRAIN ACCOUNT,BAHRAIN ACCOUNT/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20120611
021083174,BAHRAIN MON AGENCY,BAHRAIN MON AGENCY/FOREIGN DEPT,NY,NEW YORK,Y,Y,20080131
021083190,BANGLADESH,BANGLADESH/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083213,BARBADOS,BARBADOS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083239,BARBADOS SINK FUND,BARBADOS SINK FUND/FOREIGN DEPT,NY,NEW YORK,Y,N,20140711
021083255,BELGIUM A,BELGIUM A/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083268,BELGIUM B,BELGIUM B/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20061214
021083271,BELIZE,BELIZE/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083297,BERMUDA,BERMUDA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083310,BOLIVIA,BANCO CENTRAL DE BOLIVIA,NY,NEW YORK,Y,Y,20160218
021083352,BOTSWANA,BOTSWANA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20150326
021083394,BRAZIL,BANCO CENTRAL DO BRAZIL,NY,NEW YORK,Y,Y,20080214
021083433,BURUNDI,BURUNDI/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080131
021083459,AFRIQUE CENTRALE,AFRIQUE CENTRALE/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20010906
021083462,CANADA GENERAL,BANK OF CANADA GENERAL ACCOUNT,NY,NEW YORK,Y,Y,20051227
021083491,CANADA FISCAL AGT,BANK OF CANADA FISCAL AGENT,NY,NEW YORK,Y,Y,20080131
021083527,SRI LANKA G,SRI LANKA ACCT G/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20030116
021083530,CHILE,CHILE/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083543,BK CHINA FMS,BK CHINA FMS/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021083569,BK CHINA EDHGS FMS,BK CHINA EDHGS FMS/FOREIGN DEPT,NY,NEW YORK,N,N,20021206
021083572,COLOMBIA,COLOMBIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083598,COSTA RICA,COSTA RICA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083611,CYPRUS,CYPRUS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083640,DANMARKS ACCT,DANMARKS ACCT A/FOREIGH DEPARTMENT,NY,NEW YORK,Y,N,20120611
021083653,DENMARK,DANMARKS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083666,DENMARK SEP,DANMARKS SEP ACCOUNT/FOREIGN DEPT,NY,NEW YORK,N,Y,20170126
021083679,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC/FOREIGN DEPT,NY,NEW YORK,Y,Y,20080214
021083682,DJIBOUTI,CENTRAL BANK OF DJIBOUTI,NY,NEW YORK,Y,N,20161219
021083718,ECUADOR,ECUADOR/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083750,EGYPT,EGYPT/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083776,EGYPT SUB,EGYPT SUB/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083792,EL SALVADOR,EL SALVADOR/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083802,EUROPEAN INV BK P,EUROPEAN INV BK P/FOREIGN DEPT,NY,NEW YORK,Y,Y,20080214
021083831,ETHIOPIA,ETHIOPIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083873,FIJI,FIJI/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083886,NATO SA - FMS,NATO SUPPORT AGENCY - FMS ACCOUNT,NY,NEW YORK,Y,Y,20140604
021083899,FINLAND,FINLAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083912,FRANCE ORDINARY,FRANCE ORDINARY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021083925,MAURITIUS RAMP,BANK OF MAURITIUS-RAMP ACCOUNT,NY,NEW YORK,N,Y,20170126
021083970,THE GAMBIA,THE GAMBIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084005,GERMANY SPEC,GERMANY SPEC/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20140808
021084018,GERMANY,GERMANY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084034,GHANA,GHANA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084050,GREECE A,GREECE A/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084076,GUATEMALA,BANCO DE GUATEMALA,NY,NEW YORK,Y,Y,20170607
021084092,GUYANA,GUYANA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084131,HONDURAS,HONDURAS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084157,HONG KONG,HONG KONG/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084173,HUNGARY,HUNGARY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084199,ICELAND,ICELAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084212,INDIA,INDIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084238,INDONESIA,INDONESIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084377,IRELAND,CENT BK & FIN SVCS AUTH OF IRELAND,NY,NEW YORK,Y,Y,20080214
021084393,ISRAEL,ISRAEL/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021084416,ISRAEL GOVT,ISRAEL GOVT/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084429,ITALYA,ITALY ACCOUNT A/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20120611
021084432,ITALY,ITALY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084458,ITALY SERVICE,BANCA D'ITALIA- SERVICE ACCOUNT,NY,NEW YORK,N,Y,20170126
021084474,JAMAICA,JAMAICA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084513,JAPAN,JAPAN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084539,JAPAN GOVT,JAPAN GOVT/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084555,JORDAN,JORDAN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20141107
021084568,JORDAN AID ACCOUNT,JORDAN AID ACCOUNT,NY,NEW YORK,N,Y,20170126
021084571,KENYA,KENYA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20150326
021084597,KOREA,KOREA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084610,KOREA FMS,KOREA FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084649,PERU BCRP,PERU BCRP/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021084665,LATVIA ACCT TWO,LATVIA ACCT TWO/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021084681,LESOTHO,LESOTHO/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084694,LEBANON,LEBANON/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084717,LIBERIA,CENTRAL BANK OF LIBERIA,NY,NEW YORK,Y,N,20170802
021084720,LIBERIA DEBT,CENTRAL BANK OF LIBERIA DEBT SVC ACC,NY,NEW YORK,Y,N,20050412
021084733,LIBYA,CENTRAL BANK OF LIBYA/FOREIGN DEPT,NY,NEW YORK,Y,Y,20160906
021084762,NATO SUPPORT AGNCY,NATO SUPPORT AGENCY,NY,NEW YORK,Y,N,20140603
021084775,CAISSE LXBG,CAISSE LXBG/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20110505
021084814,MALAWI,MALAWI/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20170425
021084827,MALAWG,MALAWI ACCOUNT G/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20120611
021084830,MALDIVES,MALDIVES/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084856,MALAYSIA,MALAYSIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084898,SIERRA LEONE,SIERRA LEONE/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084911,MALTA,MALTA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084937,MAURITANIA,MAURITANIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20160208
021084953,MAURITIUS,MAURITIUS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084979,MEXICO,MEXICO/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021084995,MOROCCO,MOROCCO/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080213
021085017,NEPAL,NEPAL/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085020,DNB SEPARATE ACCT.,DE NEDERLANDSCHE BANK N.V. SEPARATE,NY,NEW YORK,Y,N,20130723
021085033,CURACAO ST MAARTEN,CB OF CURACAO AND SINT MAARTEN,NY,NEW YORK,Y,Y,20150504
021085059,NETHERLANDS,NETHERLANDS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085075,NEW ZEALAND,NEW ZEALAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085114,CENTRAL BK NIGERIA,CENTRAL BANK OF NIGERIA,NY,NEW YORK,Y,Y,20160728
021085130,NORWAY,NORWAY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20140814
021085143,NORWAY FMS,NORWAY FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085156,OMAN,OMAN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20170112
021085172,PAKISTAN,PAKISTAN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085185,PAKISTAN FMS,PAKISTAN FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085211,PAPUA,PAPUA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085237,PARAGUAY ESF,PARAGUAY ESF/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085253,PERU,PERU/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085295,PHILIPPINES,PHILIPPINES/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085305,PHILIPPINES FMS,PHILIPPINES FMS/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20170629
021085318,POLAND,POLAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085334,PORTUGAL,PORTUGAL/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20140609
021085350,RWANDA,RWANDA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20030916
021085376,SAUDI ARABIA,SAUDI ARABIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085389,SAMA FMS SANG,SAMA FMS SANG/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085392,SAMA,SAMA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085457,BCEAO,BCEAO,NY,NEW YORK,Y,Y,20161230
021085473,SEYCHELLES,SEYCHELLES/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085538,MON AUTH SINGAPORE,MON AUTH SINGAPORE/FOREIGN DEPT,NY,NEW YORK,Y,Y,20080214
021085554,SOLOMON ISLAND,SOLOMON ISLAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085567,POLAND S F,POLAND S F/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021085596,SOUTH AFRICA,SOUTH AFRICA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085619,SPAIN,SPAIN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085693,SWAZILAND,SWAZILAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085703,BIS SP YOUNG LOAN,BIS SP YOUNG LOAN/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021085716,SWEDEN,SWEDEN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085729,SWEDEN FMS,SWEDEN FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085732,BIS F,BIS F/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085758,PANAMA IFIS PIB,PANAMA IFIS PIB/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20160913
021085790,SWITZERLAND,SWITZERLAND/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085813,SWITZERLAND FMS,SWITZERLAND FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085855,CHINA,CHINA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085871,CHINA FMS,CHINA FMS/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085897,TANZANIA,TANZANIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085910,THAILAND GENERAL,THAILAND GENERAL/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085936,THAILAND CURRENCY,THAILAND CURRENCY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021085978,TRINIDAD,TRINIDAD/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086003,NRB TONGA,NRB TONGA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20170424
021086016,TUNISIA,TUNISIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086029,TURKEY US AID,TURKEY US AID/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20020911
021086032,TURKEY,TURKEY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086058,UGANDA,UGANDA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086061,ENGLAND 1A,BANK OF ENGLAND - NO 1A ACCOUNT,NY,NEW YORK,Y,Y,20111123
021086074,ENGLAND A,BK OF ENGLAND A*,NY,NEW YORK,Y,Y,20080214
021086139,HER MAJESTY,HER MAJESTY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086155,URUGUAY,URAGUAY/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086184,VANUATU,VANUATU/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086197,VENEZUELA,VENUZEULA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086236,CENTRAL BK YEMEN,CENTRAL BK YEMEN/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20170913
021086252,BANK OF YEMEN,YEMEN FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021086278,YUGOSLAVIA,BANQUE NAT'L YOUGOSLAVIE/FOREIGN,NY,NEW YORK,N,N,20120501
021086333,ZAMBIA,ZAMBIA/FOREIGN DEPARTMENT,NY,NEW YORK,Y,Y,20080214
021086456,MOZAMBIQUE,MOZAMBIQUE/FOREIGN DEPARTMENT,NY,NEW YORK,Y,N,20150312
021086553,MADAGASCAR AID,BCM MADAGASCAR/FOREIGN DEPARTMENT,NY,NEW YORK,N,Y,20151109
021086582,PHI PCIRB A IC,PHILIPPINES PCIRB SER A/FOREIGN DEPT,NY,NEW YORK,N,N,20120430
021086595,PHI PCIRB B IC,PHILIPPINES PCIRB SER B/FOREIGN DEPT,NY,NEW YORK,N,N,20120430
021086647,BANK OF THE LAO,BANK OF THE LAO PDR,NY,NEW YORK,Y,N,20151014
021086663,MYANMAR RAMP,CENTRAL BANK OF MYANMAR-RAMP ACCOUNT,NY,NEW YORK,Y,Y,20160426
021086676,UGANDA PETROLEUM,BANK OF UGANDA PETROLEUM FUND ACCOUN,NY,NEW YORK,Y,N,20170622
021086689,CENT BNK OMAN INVS,CENTRAL BANK OF OMAN/FOREIGN DEPT,NY,NEW YORK,Y,N,20170113
021086773,IRAQ DEVELOPMT FD,CENTRAL BANK OF IRAQ-DEV FUND,NY,NEW YORK,Y,Y,20030930
021086786,ARGENTINA SP ONE,ARGENTINA SPECIAL ACCT/FOREIGN DEPT,NY,NEW YORK,N,N,20120501
021086809,LATVIJAS ACCT A,LATVIJAS BANKA ACCT A/FOREIGN DEPT,NY,NEW YORK,N,N,20021206
021086838,CB OF SAN MARINO,CENTRAL BK OF THE REP OF SAN MARINO,NY,NEW YORK,Y,N,20140317
021086922,NATL BK SLOVAKIA,NATIONAL BANK OF SLOVAKIA-OPSACCT1,NY,NEW YORK,Y,Y,20150623
021086935,NICARAGUA ESAID,NICARAGUA ESAID/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021086964,NICARAGUA ESR III,NICARAGUA ESR III/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20021206
021086993,EX IMPORT JAPAN,JAPAN BANK OF INTL COOPERATION,NY,NEW YORK,Y,N,20120426
021087044,USD PAR A,USD PAR A/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20120430
021087057,USD PAR B,USD PAR B/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20120430
021087112,DGU PAR PC,DGU PAR/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20120430
021087154,DMK PAR PC,DMK PAR/FOREIGN DEPARTMENT,NY,NEW YORK,N,N,20120430
