Institution Name,Clearing Code,Branch Name,Branch Code,Branch Address,Telephone Number,Clearing System Status*
THE BANK OF EAST ASIA  LTD,015,Mongkok North Branch,137,G/F.  Kalok Building  720-722 Nathan Road  Mongkok  Hong Kong,3609 2737,MDDM
THE BANK OF EAST ASIA  LTD,015,Hennessy Road Branch,138,G/F  Eastern Commercial Centre  395-399 Hennessy Road  Wanchai  Hong Kong,3609 1366,MDDM
THE BANK OF EAST ASIA  LTD,015,i-SQUARE Branch,139,Shop UG01  Upper Ground Floor  'iSQUARE  63 Nathan Road  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2660,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Wan Branch,140,G/F  Sun House  181 Des Voeux Road Central  Hong Kong,3609 1777,MDDM
THE BANK OF EAST ASIA  LTD,015,Admiralty Branch,141,Shop Nos. 1007-1008  1/F  United Centre  95 Queensway  Hong Kong,3609 1822,MDDM
THE BANK OF EAST ASIA  LTD,015,Yuen Long Branch,142,77 Castle Peak Road  N.T.  Hong Kong,3609 3741,MDDM
THE BANK OF EAST ASIA  LTD,015,Castle Peak Road Branch,143,Shop 1  G/F  One Madison  305 Castle Peak Road  Kowloon  Hong Kong,3609 2600,MDDM
THE BANK OF EAST ASIA  LTD,015,Chai Wan Branch,144,345 Chai Wan Road  Hong Kong,3609 1288,MDDM
THE BANK OF EAST ASIA  LTD,015,BEA Harbour View Centre Branch,145,G/F.  Bank of East Asia Harbour View Centre  56 Gloucester Road  Wanchai  Hong Kong,3609 1200,MDDM
THE BANK OF EAST ASIA  LTD,015,Plaza Hollywood Branch,146,Shop 102A  Level 1  Plaza Hollywood  3 Lung Poon Street  Diamond Hill  Kowloon  Hong Kong,3609 2562,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Hang Tung Branch,147,13 Who Chai Street  Kowloon  Hong Kong,3609 2828,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma Tau Wei Road Branch,148,23-27 Ma Tau Wei Road  Kowloon  Hong Kong,3609 2378,MDDM
THE BANK OF EAST ASIA  LTD,015,Tuen Mun Town Plaza Branch,149,Shop Nos. 2-10  UG/F  Tuen Mun Town Plaza Phase II  3 Tuen Lung Street  Tuen Mun  Hong Kong,3609 3708,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Shui Branch,150,Shops 1018-19  L1  Sheung Shui Ctr. Shopping Arcade  N.T.  Hong Kong,3609 3261,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Po Branch,151,62-66 Po Heung Street  Tai Po Market  New Territories  Hong Kong,3609 3299,MDDM
THE BANK OF EAST ASIA  LTD,015,Aberdeen Branch,152,162-164 Aberdeen Main Road  Hong Kong,3609 1637,MDDM
THE BANK OF EAST ASIA  LTD,015,East Tsim Sha Tsui Branch,153,G3-G5  G/F  East Ocean Centre  98 Granville Road  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2638,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma Tau Wei Road Branch,154,23-27 Ma Tau Wei Road  Kowloon  Hong Kong,3609 2378,MDDM
THE BANK OF EAST ASIA  LTD,015,Taikoo Shing Branch,155,Shops G1010-1011  Yiu Sing Mansion  Hong Kong,3609 1516,MDDM
THE BANK OF EAST ASIA  LTD,015,Fanling Branch,156,Shop 27B-C  Level 2  Fanling Town Centre  18 Fanling Station Road  Fanling  New Territories  Hong Kong,3609 3223,MDDM
THE BANK OF EAST ASIA  LTD,015,Shatin Plaza Branch,157,Shop No. 4  Level 1  Shatin Plaza  N.T.  Hong Kong,3609 3238,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Wai Branch,159,16-18 Tai Wai Road  Shatin  New Territories  Hong Kong,3609 3323,MDDM
THE BANK OF EAST ASIA  LTD,015,Wanchai Branch,160,Shop Nos. A-C  G/F  Easey Commercial Building  253-261 Hennessy Road  Wanchai  Hong Kong,3609 1323,MDDM
THE BANK OF EAST ASIA  LTD,015,Admiralty Branch,161,Shop Nos. 1007-1008  1/F  United Centre  95 Queensway  Hong Kong,3609 1822,MDDM
THE BANK OF EAST ASIA  LTD,015,Plaza Hollywood Branch,162,Shop 102A  Level 1  Plaza Hollywood  3 Lung Poon Street  Diamond Hill  Kowloon  Hong Kong,3609 2562,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Wai Branch,163,16-18 Tai Wai Road  Shatin  New Territories  Hong Kong,3609 3323,MDDM
THE BANK OF EAST ASIA  LTD,015,Lok Fu Branch,164,Shop L217-L223  G/F  Lok Fu Plaza  Wang Tau Hom  Kowloon  Hong Kong,2338 4210 2338 4342,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Po Plaza Branch,165,Units 49-52  Level 1  Tai Po Plaza  N.T.  Hong Kong,3609 3301,MDDM
THE BANK OF EAST ASIA  LTD,015,Plaza Hollywood Branch,166,Shop 102A  Level 1  Plaza Hollywood  3 Lung Poon Street  Diamond Hill  Kowloon  Hong Kong,3609 2562,MDDM
THE BANK OF EAST ASIA  LTD,015,Aberdeen Branch,167,162-164 Aberdeen Main Road  Hong Kong,3609 1637,MDDM
THE BANK OF EAST ASIA  LTD,015,Bonham Road Branch,168,Shop 1-3  G/F  19-27 Bonham Road  Hong Kong,3609 1662,MDDM
THE BANK OF EAST ASIA  LTD,015,Tuen Mun Town Plaza Branch,169,Shop Nos. 2-10  UG/F  Tuen Mun Town Plaza Phase II  3 Tuen Lung Street  Tuen Mun  Hong Kong,3609 3708,MDDM
THE BANK OF EAST ASIA  LTD,015,Shaukiwan Branch,170,G/F  Ka Fook Building  289-293 Shau Kei Wan Road  Hong Kong,3609 1477,MDDM
THE BANK OF EAST ASIA  LTD,015,Maritime Square Branch,171,Shop 308A-C  3/F  Maritime Square  33 Tsing King Road  Tsing Yi  New Territories  Hong Kong,3609 3663,MDDM
THE BANK OF EAST ASIA  LTD,015,Aberdeen Branch,172,162-164 Aberdeen Main Road  Hong Kong,3609 1637,MDDM
THE BANK OF EAST ASIA  LTD,015,Mei Foo Sun Chuen Branch,173,Shop N57  G/F  Mount Sterling Mall  Kln.  Hong Kong,3609 2692,MDDM
THE BANK OF EAST ASIA  LTD,015,Castle Peak Road Branch,174,Shop 1  G/F  One Madison  305 Castle Peak Road  Kowloon  Hong Kong,3609 2600,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsuen Wan Sha Tsui Road Branch,175,Shop 5  G/F  Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,3609 3640,MDDM
THE BANK OF EAST ASIA  LTD,015,The University of Hong Kong Branch,176,Shop P0030  G/F  Centennial Campus  The University of Hong Kong  Pokfulam Road  Hong Kong,3609 1805,MDDM
THE BANK OF EAST ASIA  LTD,015,Shek Tong Tsui Branch,177,Shop I & J  G/F  Sun On Building  484-496 Queen's Road West  Shek Tong Tsui  Hong Kong,3609 1602,MDDM
THE BANK OF EAST ASIA  LTD,015,Yaumatei Branch,178,G/F  526 Nathan Road  Hong Kong,3609 2899,MDDM
THE BANK OF EAST ASIA  LTD,015,Chai Wan Branch,179,345 Chai Wan Road  Hong Kong,3609 1288,MDDM
THE BANK OF EAST ASIA  LTD,015,Fanling Branch,180,Shop 27B-C  Level 2  Fanling Town Centre  18 Fanling Station Road  Fanling  New Territories  Hong Kong,3609 3223,MDDM
THE BANK OF EAST ASIA  LTD,015,East Point City Branch,181,Shop No. 217B  Level 2  East Point City  8 Chung Wa Road  Tseung Kwan O  New Territories  Hong Kong,3609 2908,MDDM
THE BANK OF EAST ASIA  LTD,015,Lingnan University Branch,182,Shop MBG 14  Main Bldg.  Lingnan University  N.T.  Hong Kong,3609 3633,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma On Shan Plaza Branch,183,Shop Nos. 318-322  Level 3  Ma On Shan Plaza  608 Sai Sha Road  Ma On Shan  New Territories  Hong Kong,3609 3208,MDDM
THE BANK OF EAST ASIA  LTD,015,Caine Road Branch,184,Shop C  G/F  63-69 Caine Road  Hong Kong,3609 1688,MDDM
THE BANK OF EAST ASIA  LTD,015,Hoi Yuen Road Branch,185,Unit 1  G/F  54 Hoi Yuen Road  Kowloon  Hong Kong,3609 2256,MDDM
THE BANK OF EAST ASIA  LTD,015,Laguna City Branch,186,Shop 38  G/F.  Commercial Complex  Laguna City  Kln.  Hong Kong,3609 2331,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Wan Branch,187,G/F  Sun House  181 Des Voeux Road Central  Hong Kong,3609 1777,MDDM
THE BANK OF EAST ASIA  LTD,015,King's Road Branch,188,Shop 2  G/F  75-83 King's Road  Hong Kong,3609 1382,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma On Shan Plaza Branch,189,Shop Nos. 318-322  Level 3  Ma On Shan Plaza  608 Sai Sha Road  Ma On Shan  New Territories  Hong Kong,3609 3208,MDDM
THE BANK OF EAST ASIA  LTD,015,Causeway Bay Branch,190,G/F  Ying Kong Mansion  2-6 Yee Wo Street  Causeway Bay  Hong Kong,3609 1266,MDDM
THE BANK OF EAST ASIA  LTD,015,Waterloo Road Branch,191,Shop A  G/F  77B &77C Waterloo Road  Kln.  Hong Kong,3609 2882,MDDM
THE BANK OF EAST ASIA  LTD,015,Queen's Road East Branch,192,G/F  Shops B & C  228 Queen's Road East  Hong Kong,3609 1438,MDDM
THE BANK OF EAST ASIA  LTD,015,Whampoa Garden Branch,193,Shop G19  G/F  Site 9  Wonderful Worlds of Whampoa  Hunghom  Kowloon  Hong Kong,3609 2577,MDDM
THE BANK OF EAST ASIA  LTD,015,Fu Tung Estate Branch,194,Shop No. 11  G/F  Shopping Centre  Fu Tung Estate  Tung Chung  Lantau Island  Hong Kong,3609 1868,MDDM
THE BANK OF EAST ASIA  LTD,015,The Education University of Hong Kong Branch,195,Room C-P-12  Podium  Central Facilities Building  10 Lo Ping Road  Tai Po  New Territories  Hong Kong,3609 3330,MDDM
THE BANK OF EAST ASIA  LTD,015,Fu Tung Estate Branch,196,Shop No. 11  G/F  Shopping Centre  Fu Tung Estate  Tung Chung  Lantau Island  Hong Kong,3609 1868,MDDM
THE BANK OF EAST ASIA  LTD,015,Shun Tak Centre Branch,197,Shops 296A and 296B  2/F  Shun Tak Centre  200 Connaught Road Central  Sheung Wan  Hong Kong,3609 1566,MDDM
THE BANK OF EAST ASIA  LTD,015,Fu Tung Estate Branch,198,Shop No. 11  G/F  Shopping Centre  Fu Tung Estate  Tung Chung  Lantau Island  Hong Kong,3609 1868,MDDM
THE BANK OF EAST ASIA  LTD,015,Telford Plaza Branch,199,Shop F12B  Level 1  Telford Plaza I  Kowloon Bay  Kowloon  Hong Kong,3609 2217,MDDM
THE BANK OF EAST ASIA  LTD,015,Festival Walk Branch,200,Unit MTR07  Level MTR  80 Tat Chee Avenue  Kln.  Hong Kong,3609 2235,MDDM
THE BANK OF EAST ASIA  LTD,015,Shun Tak Centre Branch,201,Shops 296A and 296B  2/F  Shun Tak Centre  200 Connaught Road Central  Sheung Wan  Hong Kong,3609 1566,MDDM
THE BANK OF EAST ASIA  LTD,015,Tin Shui Wai Branch,202,Shop Nos. 127B-128B  130 & 132B-133A  1/F  Phase 2  Kingswood Ginza  12-18 Tin Yan Road  Tin Shui Wai  New Territories  Hong Kong,2253 0157 2253 0137,MDDM
THE BANK OF EAST ASIA  LTD,015,Fu Tung Estate Branch,203,Shop No. 11  G/F  Shopping Centre  Fu Tung Estate  Tung Chung  Lantau Island  Hong Kong,3609 1868,MDDM
THE BANK OF EAST ASIA  LTD,015,HK Baptist University Branch,204,Unit G02  Jockey Club Academic Community Ctr.  9 Baptist University Rd.  Kln. Tong  Hong Kong,3609 2251,MDDM
THE BANK OF EAST ASIA  LTD,015,Metro City Plaza Branch,205,Shop 243  Level 2  Metro City Plaza 1  1 Wan Hang Road  Tseung Kwan O  New Territories  Hong Kong,3609 2918,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsuen Wan Sha Tsui Road Branch,206,Shop 5  G/F  Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,3609 3640,MDDM
THE BANK OF EAST ASIA  LTD,015,Yuen Long Branch,207,77 Castle Peak Road  N.T.  Hong Kong,3609 3741,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Po Branch,208,62-66 Po Heung Street  Tai Po Market  New Territories  Hong Kong,3609 3299,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma Tau Wei Road Branch,209,23-27 Ma Tau Wei Road  Kowloon  Hong Kong,3609 2378,MDDM
THE BANK OF EAST ASIA  LTD,015,Aberdeen Branch,210,162-164 Aberdeen Main Road  Hong Kong,3609 1637,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Wan Branch,211,G/F  Sun House  181 Des Voeux Road Central  Hong Kong,3609 1777,MDDM
THE BANK OF EAST ASIA  LTD,015,Kowloon City Branch,212,Shop E & F  G/F.  45-45A Nga Tsin Wai Road  Kowloon City  Hong Kong,3609 2278,MDDM
THE BANK OF EAST ASIA  LTD,015,Yaumatei Branch,213,G/F  526 Nathan Road  Hong Kong,3609 2899,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsuen Wan Sha Tsui Road Branch,214,Shop 5  G/F  Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,3609 3640,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai O Branch,215,6-8 Market Street  Tai O  Lantau Island  Hong Kong,3609 1855,MDDM
THE BANK OF EAST ASIA  LTD,015,Shun Tak Centre Branch,216,Shops 296A and 296B  2/F  Shun Tak Centre  200 Connaught Road Central  Sheung Wan  Hong Kong,3609 1566,MDDM
THE BANK OF EAST ASIA  LTD,015,Silvermine Bay Branch,217,Shop A2  Silver Centre Bldg.  Silvermine Bay  Lantau Island  Hong Kong,3609 1848,MDDM
THE BANK OF EAST ASIA  LTD,015,Causeway Bay Branch,218,G/F  Ying Kong Mansion  2-6 Yee Wo Street  Causeway Bay  Hong Kong,3609 1266,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Wan Branch,219,G/F  Sun House 181 Des Voeux Road Central  Hong Kong,3609 1777,MDDM
THE BANK OF EAST ASIA  LTD,015,i-SQUARE Branch,220,Shop UG01  Upper Ground Floor  'iSQUARE  63 Nathan Road  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2660,MDDM
THE BANK OF EAST ASIA  LTD,015,Admiralty Branch,221,Shop Nos. 1007-1008  1/F  United Centre  95 Queensway  Hong Kong,3609 1822,MDDM
THE BANK OF EAST ASIA  LTD,015,BEA Harbour View Centre Branch,222,G/F.  Bank of East Asia Harbour View Centre  56 Gloucester Road  Wanchai  Hong Kong,3609 1200,MDDM
THE BANK OF EAST ASIA  LTD,015,BEA Harbour View Centre Branch,223,G/F.  Bank of East Asia Harbour View Centre  56 Gloucester Road  Wanchai  Hong Kong,3609 1200,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsim Sha Tsui Branch,224,1/F  Carnarvon Plaza  20 Carnarvon Road  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2862,MDDM
THE BANK OF EAST ASIA  LTD,015,Quarry Bay Branch,225,Shop G2-G4  G/F  Fok Cheong Building  1032-1044 King's Road  Quarry Bay  Hong Kong,3609 1423,MDDM
THE BANK OF EAST ASIA  LTD,015,Shatin Plaza Branch,226,Shop No. 4  Level 1  Shatin Plaza  N.T.  Hong Kong,3609 3238,MDDM
THE BANK OF EAST ASIA  LTD,015,Kwun Tong Branch,227,7 Hong Ning Road  Kowloon  Hong Kong,3609 2322,MDDM
THE BANK OF EAST ASIA  LTD,015,Mongkok North Branch,228,G/F.  Kalok Building  720-722 Nathan Road  Mongkok  Hong Kong,3609 2737,MDDM
THE BANK OF EAST ASIA  LTD,015,Mongkok North Branch,229,G/F.  Kalok Building  720-722 Nathan Road  Mongkok  Hong Kong,3609 2737,MDDM
THE BANK OF EAST ASIA  LTD,015,Wanchai Branch,230,Shop Nos. A-C  G/F  Easey Commercial Building  253-261 Hennessy Road  Wanchai  Hong Kong,3609 1323,MDDM
THE BANK OF EAST ASIA  LTD,015,Mongkok North Branch,231,G/F.  Kalok Building  720-722 Nathan Road  Mongkok  Hong Kong,3609 2737,MDDM
THE BANK OF EAST ASIA  LTD,015,Causeway Bay Branch,232,G/F  Ying Kong Mansion  2-6 Yee Wo Street  Causeway Bay  Hong Kong,3609 1266,MDDM
THE BANK OF EAST ASIA  LTD,015,Cheung Sha Wan Plaza Branch,233,Shop 117-118  1/F  Cheung Sha Wan Plaza  833 Cheung Sha Wan Road  Kowloon  Hong Kong,3609 2498,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Wan Branch,234,G/F  Sun House  181 Des Voeux Road Central  Hong Kong,3609 1777,MDDM
THE BANK OF EAST ASIA  LTD,015,Kwun Tong Branch,235,7 Hong Ning Road  Kowloon  Hong Kong,3609 2322,MDDM
THE BANK OF EAST ASIA  LTD,015,Shek Tong Tsui Branch,236,Shop I & J  G/F  Sun On Building  484-496 Queen's Road West  Shek Tong Tsui  Hong Kong,3609 1602,MDDM
THE BANK OF EAST ASIA  LTD,015,Kowloon City Branch,237,Shop E & F  G/F.  45-45A Nga Tsin Wai Road  Kowloon City  Hong Kong,3609 2278,MDDM
THE BANK OF EAST ASIA  LTD,015,Castle Peak Road Branch,238,Shop 1  G/F  One Madison  305 Castle Peak Road  Kowloon  Hong Kong,3609 2600,MDDM
THE BANK OF EAST ASIA  LTD,015,Shaukiwan Branch,239,G/F  Ka Fook Building  289-293 Shau Kei Wan Road  Hong Kong,3609 1477,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma Tau Wei Road Branch,240,23-27 Ma Tau Wei Road  Kowloon  Hong Kong,3609 2378,MDDM
THE BANK OF EAST ASIA  LTD,015,Jordan Branch,241,Shop E & F  G/F  Everest Building  241-243 Nathan Road  Kowloon  Hong Kong,3609 2619,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Wai Branch,242,16-18 Tai Wai Road  Shatin  New Territories  Hong Kong,3609 3323,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsuen Wan Sha Tsui Road Branch,243,Shop 5  G/F  Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,3609 3640,MDDM
THE BANK OF EAST ASIA  LTD,015,Ma Tau Wei Road Branch,244,23-27 Ma Tau Wei Road  Kowloon  Hong Kong,3609 2378,MDDM
THE BANK OF EAST ASIA  LTD,015,Shatin Plaza Branch,245,Shop No. 4  Level 1  Shatin Plaza  N.T.  Hong Kong,3609 3238,MDDM
THE BANK OF EAST ASIA  LTD,015,Admiralty Branch,246,Shop Nos. 1007-1008  1/F  United Centre  95 Queensway  Hong Kong,3609 1822,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Po Plaza Branch,247,Units 49-52  Level 1  Tai Po Plaza  N.T.  Hong Kong,3609 3301,MDDM
THE BANK OF EAST ASIA  LTD,015,BEA Harbour View Centre Branch,248,G/F.  Bank of East Asia Harbour View Centre  56 Gloucester Road  Wanchai  Hong Kong,3609 1200,MDDM
THE BANK OF EAST ASIA  LTD,015,Olympian City Branch,249,Shop UG46 & 47  Upper Ground Floor  Olympian City 2  18 Hoi Ting Road  West Kowloon  Hong Kong,3609 2763,MDDM
THE BANK OF EAST ASIA  LTD,015,Shaukiwan Branch,250,G/F  Ka Fook Building  289-293 Shau Kei Wan Road  Hong Kong,3609 1477,MDDM
THE BANK OF EAST ASIA  LTD,015,The Hong Kong Polytechnic University Branch,251,Room VA210  Shaw Amenities Building  The Hong Kong Polytechnic University  Hung Hom  Kowloon  Hong Kong,3609 2547,MDDM
THE BANK OF EAST ASIA  LTD,015,Mongkok North Branch,252,G/F.  Kalok Building  720-722 Nathan Road  Mongkok  Hong Kong,3609 2737,MDDM
THE BANK OF EAST ASIA  LTD,015,Whampoa Garden Branch,253,Shop G19  G/F  Site 9  Wonderful Worlds of Whampoa  Hunghom  Kowloon  Hong Kong,3609 2577,MDDM
THE BANK OF EAST ASIA  LTD,015,Park Central Branch,254,Shop 156  Level 1  Park Central  9 Tong Tak Street  Tseung Kwan O  New Territories  Hong Kong,3609 2928,MDDM
THE BANK OF EAST ASIA  LTD,015,Admiralty Branch,255,Shop Nos. 1007-1008  1/F  United Centre  95 Queensway  Hong Kong,3609 1822,MDDM
THE BANK OF EAST ASIA  LTD,015,Millennium City 5 Branch,256,Shop 1  G/F  Millennium City 5  418 Kwun Tong Road  Kwun Tong  Kowloon  Hong Kong,3609 2208,MDDM
THE BANK OF EAST ASIA  LTD,015,The Chinese University of Hong Kong Branch,257,Room 108  1/F  Pommerenke Student Centre  Pond Crescent  The Chinese University of Hong Kong  Shatin  New Territories  Hong Kong,3609 3788,MDDM
THE BANK OF EAST ASIA  LTD,015,BEA Harbour View Centre Branch,258,G/F.  Bank of East Asia Harbour View Centre  56 Gloucester Road  Wanchai  Hong Kong,3609 1200,MDDM
THE BANK OF EAST ASIA  LTD,015,East Point City Branch,259,Shop No. 217B  Level 2  East Point City  8 Chung Wa Road  Tseung Kwan O  New Territories  Hong Kong,3609 2908,MDDM
THE BANK OF EAST ASIA  LTD,015,Private Banking Centre Main Office,260,8/F.  10 Des Voeux Road Central  Hong Kong,3608 0360,MDDM
THE BANK OF EAST ASIA  LTD,015,East Point City Branch,261,Shop No. 217B  Level 2  East Point City  8 Chung Wa Road  Tseung Kwan O  New Territories  Hong Kong,3609 2908,MDDM
THE BANK OF EAST ASIA  LTD,015,Kowloon Station Elements Branch,262,Shop No. 1002  1/F  Elements  1 Austin Road West  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2422,MDDM
THE BANK OF EAST ASIA  LTD,015,The Hong Kong University of Science and Technology Branch,263,G/F  Entrance Piazza  The Hong Kong University of Science and Technology  Clear Water Bay Road  Sai Kung  New Territories  Hong Kong,3609 3425,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Po Branch,264,62-66 Po Heung Street  Tai Po Market   New Territories  Hong Kong,3609 3299,MDDM
THE BANK OF EAST ASIA  LTD,015,Cheung Sha Wan Plaza Branch,265,Shop 117-118  1/F  Cheung Sha Wan Plaza  833 Cheung Sha Wan Road  Kowloon  Hong Kong,3609 2498,MDDM
THE BANK OF EAST ASIA  LTD,015,Shun Tak Centre Branch,266,Shops 296A and 296B  2/F  Shun Tak Centre  200 Connaught Road Central  Sheung Wan  Hong Kong,3609 1566,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsuen Wan Fou Wah Centre Branch,267,Shop B  2/F  Fou Wah Centre  210 Castle Peak Road  Tsuen Wan  New Territories  Hong Kong,3609 3865,MDDM
THE BANK OF EAST ASIA  LTD,015,Kennedy Town Branch,268,Shop D  G/F  108 Belcher's Street  Kennedy Town  Hong Kong,3609 1715,MDDM
THE BANK OF EAST ASIA  LTD,015,Sheung Wan Branch,269,G/F  Sun House  181 Des Voeux Road Central  Hong Kong,3609 1777,MDDM
THE BANK OF EAST ASIA  LTD,015,Causeway Bay The Sharp Branch,270,G/F  The Sharp  11 Sharp Street East  Causeway Bay  Hong Kong,3609 1744,MDDM
THE BANK OF EAST ASIA  LTD,015,Kowloon Station Elements Branch,271,Shop No. 1002  1/F  Elements  1 Austin Road West  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2422,MDDM
THE BANK OF EAST ASIA  LTD,015,Yuen Long YOHO MALL Branch,272,Shop 1071  Level 1  YOHO MALL I  9 Yuen Lung Street  Yuen Long  New Territories  Hong Kong,3609 3340,MDDM
THE BANK OF EAST ASIA  LTD,015,Jordan Branch,273,Shop E & F  G/F  Everest Building  241-243 Nathan Road  Kowloon  Hong Kong,3609 2619,MDDM
THE BANK OF EAST ASIA  LTD,015,Wanchai Convention Plaza Branch,274,Shop 101  1/F  Convention Plaza Shopping Arcade  1 Harbour Road  Wanchai  Hong Kong,3609 1495,MDDM
THE BANK OF EAST ASIA  LTD,015,Main Branch,514,10  Des Voeux Road  Central  Hong Kong,3608 3608,MDDM
THE BANK OF EAST ASIA  LTD,015,Mongkok Branch,515,Units 703-706  7/F  Wai Fung Plaza  664 Nathan Road  Mongkok  Kowloon  Hong Kong,3609 2713,MDDM
THE BANK OF EAST ASIA  LTD,015,Shun Tak Centre Branch,516,Shops 296A and 296B  2/F  Shun Tak Centre  200 Connaught Road Central  Sheung Wan  Hong Kong,3609 1566,MDDM
THE BANK OF EAST ASIA  LTD,015,Tai Hang Tung Branch,517,13 Who Chai Street  Kowloon  Hong Kong,3609 2828,MDDM
THE BANK OF EAST ASIA  LTD,015,Causeway Bay Branch,518,G/F  Ying Kong Mansion  2-6 Yee Wo Street  Causeway Bay  Hong Kong,3609 1266,MDDM
THE BANK OF EAST ASIA  LTD,015,Aberdeen Branch,519,162-164 Aberdeen Main Road  Hong Kong,3609 1637,MDDM
THE BANK OF EAST ASIA  LTD,015,Shek Tong Tsui Branch,520,Shop I & J  G/F  Sun On Building  484-496 Queen's Road West  Shek Tong Tsui  Hong Kong,3609 1602,MDDM
THE BANK OF EAST ASIA  LTD,015,Wanchai Branch,521,Shop Nos. A-C  G/F  Easey Commercial Building  253-261 Hennessy Road  Wanchai  Hong Kong,3609 1323,MDDM
THE BANK OF EAST ASIA  LTD,015,Cheung Sha Wan Plaza Branch,522,Shop 117-118  1/F  Cheung Sha Wan Plaza  833 Cheung Sha Wan Road  Kowloon  Hong Kong,3609 2498,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsim Sha Tsui Branch,523,1/F  Carnarvon Plaza  20 Carnarvon Road  Tsim Sha Tsui  Kowloon  Hong Kong,3609 2862,MDDM
THE BANK OF EAST ASIA  LTD,015,Kowloon City Branch,524,Shop E & F  G/F.  45-45A Nga Tsin Wai Road  Kowloon City  Hong Kong,3609 2278,MDDM
THE BANK OF EAST ASIA  LTD,015,San Po Kong Branch,525,65 Shung Ling Street  Kowloon  Hong Kong,3609 2512,MDDM
THE BANK OF EAST ASIA  LTD,015,Shaukiwan Branch,526,G/F  Ka Fook Building  289-293 Shau Kei Wan Road  Hong Kong,3609 1477,MDDM
THE BANK OF EAST ASIA  LTD,015,Castle Peak Road Branch,527,Shop 1  G/F  One Madison  305 Castle Peak Road  Kowloon  Hong Kong,3609 2600,MDDM
THE BANK OF EAST ASIA  LTD,015,Mongkok North Branch,528,G/F.  Kalok Building  720-722 Nathan Road  Mongkok  Hong Kong,3609 2737,MDDM
THE BANK OF EAST ASIA  LTD,015,Tsuen Wan Sha Tsui Road Branch,529,Shop 5  G/F  Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,3609 3640,MDDM
THE BANK OF EAST ASIA  LTD,015,Quarry Bay Branch,530,Shop G2-G4  G/F  Fok Cheong Building  1032-1044 King's Road  Quarry Bay  Hong Kong,3609 1423,MDDM
THE BANK OF EAST ASIA  LTD,015,Kwun Tong Branch,531,7 Hong Ning Road  Kowloon  Hong Kong,3609 2322,MDDM
THE BANK OF NEW YORK MELLON,139,Hong Kong Branch,753,Level 24  Three Pacific Place  1 Queen's Road East  Hong Kong,2840 9888 2840 9856,MDNM
THE BANK OF NOVA SCOTIA,076,Hong Kong Branch,508,25/F United Centre  95 Queensway Central  Hong Kong,2529 5511,MCNM
THE BANK OF NOVA SCOTIA  SINGAPORE,329,Singapore Branch,002,1 Raffles Quay  #20-01 North Tower  One Raffles Quay  Singapore 048583,Not provided,NNNM
THE BANK OF TOKYO-MITSUBISHI UFJ  LTD.,047,Hong Kong Branch,820,8/F  AIA Central  1 Connaught Road  Central  Hong Kong,2862 7814 2821 3701,MDNM
THE BANK OF TOKYO-MITSUBISHI UFJ  LTD.,047,Kowloon Branch,821,15/F.  Peninsula Office Tower  18 Middle Road  Tsimshatsui  Kowloon  Hong Kong,2315 4373 2315 4364,MDNM
